1599348970,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,s3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,s3-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,s3-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348970,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348971,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348971,s1,90.00,3569.00,3659.00,3569,90,1.00,21.00,22.00,21,1,0.00,0.00,0,0
1599348971,eth0,304.00,1071.00,1375.00,1071,304,4.00,6.00,10.00,6,4,0.00,0.00,0,0
1599348971,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348971,s2,250.00,2679.00,2929.00,2679,250,3.00,17.00,20.00,17,3,0.00,0.00,0,0
1599348971,s1-eth2,146343.00,5942901.00,6089244.00,5942901,146343,1968.00,3943.00,5911.00,3943,1968,0.00,0.00,0,0
1599348971,s1-eth1,5942603.00,145056.00,6087659.00,145056,5942603,3949.00,1960.00,5909.00,1960,3949,0.00,0.00,0,0
1599348971,s3,160.00,3656.00,3816.00,3656,160,2.00,22.00,24.00,22,2,0.00,0.00,0,0
1599348971,s2-eth2,148298.00,5934742.00,6083040.00,5934742,148298,1977.00,3928.00,5905.00,3928,1977,0.00,0.00,0,0
1599348971,s2-eth1,5939873.00,146195.00,6086068.00,146195,5939873,3941.00,1966.00,5907.00,1966,3941,0.00,0.00,0,0
1599348971,lo,20169.00,20169.00,40338.00,20169,20169,192.00,192.00,384.00,192,192,0.00,0.00,0,0
1599348971,s3-eth2,149514.00,5935130.00,6084644.00,5935130,149514,1984.00,3923.00,5907.00,3923,1984,0.00,0.00,0,0
1599348971,s3-eth1,5934742.00,148298.00,6083040.00,148298,5934742,3928.00,1977.00,5905.00,1977,3928,0.00,0.00,0,0
1599348971,total,18282346.00,18283466.00,36565812.00,18283466,18282346,17949.00,17955.00,35904.00,17955,17949,0.00,0.00,0,0
1599348972,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1599348972,s1,0.00,1086.00,1086.00,1086,0,0.00,4.00,4.00,4,0,0.00,0.00,0,0
